Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O
Kyrgyzstan,Asia,2015,12.65,10.27,0.18,1.81
Kyrgyzstan,Asia,2016,12.69,9.7,0.17,1.85
Kyrgyzstan,Asia,2017,12.13,9.34,0.16,1.85
Kyrgyzstan,Asia,2018,11.57,11.0,0.15,1.99
Kyrgyzstan,Asia,2019,12.94,,,
Laos,Asia,1995,27.79,0.67,0.0,1.8
Laos,Asia,1996,27.12,0.75,0.0,1.77
Laos,Asia,1997,27.52,0.79,0.01,1.8
Laos,Asia,1998,28.4,0.82,0.01,1.68
Laos,Asia,1999,27.07,0.85,0.01,1.6
Laos,Asia,2000,27.1,0.9,0.01,1.7
Laos,Asia,2001,27.43,1.0,0.01,1.76
Laos,Asia,2002,27.17,1.11,0.01,1.84
Laos,Asia,2003,27.08,1.15,0.02,1.9
Laos,Asia,2004,26.78,1.21,0.02,2.06
Laos,Asia,2005,27.16,1.26,0.02,2.06
Laos,Asia,2006,27.08,1.64,0.02,2.01
Laos,Asia,2007,26.96,1.73,0.03,2.22
Laos,Asia,2008,26.1,2.05,0.03,2.16
Laos,Asia,2009,27.15,2.54,0.04,2.28
Laos,Asia,2010,27.75,2.88,0.04,2.51
Laos,Asia,2011,26.62,3.04,0.05,2.32
Laos,Asia,2012,27.81,3.27,0.05,2.52
Laos,Asia,2013,27.45,3.91,0.06,2.59
Laos,Asia,2014,27.23,4.42,0.07,2.59
Laos,Asia,2015,27.56,8.66,0.07,2.71
Laos,Asia,2016,27.53,15.36,0.09,2.85
Laos,Asia,2017,26.91,18.51,0.11,2.76
Laos,Asia,2018,26.88,18.79,0.12,2.74
Laos,Asia,2019,27.62,,,
Latvia,Europe,1995,7.23,9.0,0.02,1.41
Latvia,Europe,1996,5.55,9.01,0.02,1.43
Latvia,Europe,1997,7.5,8.53,0.02,1.44
Latvia,Europe,1998,5.8,8.13,0.03,1.48
Latvia,Europe,1999,8.31,7.55,0.03,1.46
Latvia,Europe,2000,8.69,6.93,0.03,1.42
Latvia,Europe,2001,7.76,7.36,0.04,1.5
Latvia,Europe,2002,8.17,7.35,0.04,1.49
Latvia,Europe,2003,7.6,7.59,0.05,1.43
Latvia,Europe,2004,7.32,7.62,0.06,1.53
Latvia,Europe,2005,7.28,7.72,0.08,1.56
Latvia,Europe,2006,7.59,8.2,0.11,1.58
Latvia,Europe,2007,7.83,8.53,0.14,1.64
Latvia,Europe,2008,8.07,8.11,0.17,1.68
Latvia,Europe,2009,7.02,7.36,0.18,1.68
Latvia,Europe,2010,5.92,8.52,0.19,1.71
Latvia,Europe,2011,7.49,7.9,0.2,1.74
Latvia,Europe,2012,6.4,7.57,0.2,1.8
Latvia,Europe,2013,7.3,7.45,0.22,1.83
Latvia,Europe,2014,7.84,7.28,0.23,1.87
Latvia,Europe,2015,8.27,7.32,0.25,1.96
Latvia,Europe,2016,7.66,7.15,0.27,1.94
Latvia,Europe,2017,7.31,7.12,0.25,1.92
Latvia,Europe,2018,8.15,7.63,0.24,1.86
Latvia,Europe,2019,8.53,,,
Lebanon,Middle East,1995,20.64,13.3,0.09,0.49
Lebanon,Middle East,1996,20.74,14.12,0.14,0.49
Lebanon,Middle East,1997,20.36,16.13,0.2,0.5
Lebanon,Middle East,1998,21.35,16.25,0.25,0.52
Lebanon,Middle East,1999,21.42,17.03,0.31,0.51
Lebanon,Middle East,2000,20.79,15.67,0.36,0.53
Lebanon,Middle East,2001,21.63,16.89,0.39,0.56
Lebanon,Middle East,2002,21.27,16.84,0.42,0.51
Lebanon,Middle East,2003,21.18,17.41,0.44,0.54
Lebanon,Middle East,2004,20.97,17.88,0.47,0.57
Lebanon,Middle East,2005,20.92,17.28,0.5,0.5
Lebanon,Middle East,2006,20.67,16.23,0.58,0.48
Lebanon,Middle East,2007,21.24,15.05,0.67,0.51
Lebanon,Middle East,2008,21.36,18.66,0.76,0.5
Lebanon,Middle East,2009,21.52,21.92,0.85,0.55
Lebanon,Middle East,2010,22.59,20.88,0.94,0.56
Lebanon,Middle East,2011,21.11,21.18,1.12,0.66
Lebanon,Middle East,2012,21.59,23.48,1.31,0.7
Lebanon,Middle East,2013,21.61,23.24,1.5,0.69
Lebanon,Middle East,2014,21.79,24.94,1.69,0.7
Lebanon,Middle East,2015,21.65,27.05,1.88,0.71
Lebanon,Middle East,2016,21.89,27.81,2.13,0.74
Lebanon,Middle East,2017,21.63,29.28,2.39,0.76
Lebanon,Middle East,2018,22.29,27.71,2.65,0.74
Lebanon,Middle East,2019,21.73,,,
Macedonia,Europe,1995,12.66,8.57,0.02,0.93
Macedonia,Europe,1996,12.93,10.11,0.02,0.91
Macedonia,Europe,1997,12.75,9.04,0.03,0.84
Macedonia,Europe,1998,13.09,9.88,0.03,0.79
Macedonia,Europe,1999,12.63,9.14,0.04,0.73
Macedonia,Europe,2000,12.32,8.82,0.04,0.68
Macedonia,Europe,2001,12.45,8.99,0.04,0.61
Macedonia,Europe,2002,12.07,8.43,0.05,0.57
Macedonia,Europe,2003,12.59,9.21,0.05,0.57
Macedonia,Europe,2004,12.27,8.92,0.05,0.61
Macedonia,Europe,2005,11.7,9.36,0.05,0.59
Macedonia,Europe,2006,11.9,9.37,0.06,0.59
Macedonia,Europe,2007,13.16,9.81,0.06,0.58
Macedonia,Europe,2008,13.27,9.58,0.06,0.56
Macedonia,Europe,2009,12.57,8.96,0.07,0.55
Macedonia,Europe,2010,12.9,8.73,0.07,0.56
Macedonia,Europe,2011,12.08,9.64,0.07,0.56
Macedonia,Europe,2012,12.81,9.13,0.07,0.53
Macedonia,Europe,2013,13.09,8.24,0.07,0.55
Macedonia,Europe,2014,13.2,7.78,0.07,0.56
Macedonia,Europe,2015,12.95,7.48,0.07,0.55
Macedonia,Europe,2016,12.73,7.39,0.06,0.58
Macedonia,Europe,2017,12.7,7.86,0.06,0.57
Macedonia,Europe,2018,13.34,7.37,0.06,0.55
Macedonia,Europe,2019,13.78,,,
Madagascar,Africa,1995,19.02,1.37,0.03,8.45
Madagascar,Africa,1996,18.74,1.31,0.06,8.5
Madagascar,Africa,1997,19.37,1.42,0.08,8.27
Madagascar,Africa,1998,18.51,1.63,0.1,8.53
Madagascar,Africa,1999,18.41,1.67,0.12,8.27
Madagascar,Africa,2000,18.4,1.65,0.15,7.92
Madagascar,Africa,2001,19.0,1.67,0.16,7.64
Madagascar,Africa,2002,18.85,1.12,0.16,6.95
Madagascar,Africa,2003,18.81,1.55,0.17,7.96
Madagascar,Africa,2004,18.53,1.65,0.18,7.2
Madagascar,Africa,2005,18.63,1.71,0.19,8.82
Madagascar,Africa,2006,18.57,1.64,0.22,8.2
Madagascar,Africa,2007,18.64,1.72,0.26,8.91
Madagascar,Africa,2008,18.43,1.78,0.3,8.26
Madagascar,Africa,2009,18.82,1.69,0.33,8.61
Madagascar,Africa,2010,19.23,1.87,0.37,8.56
Madagascar,Africa,2011,19.26,2.19,0.44,8.61
Madagascar,Africa,2012,12.45,2.74,0.51,8.82
Madagascar,Africa,2013,17.98,2.93,0.58,8.61
Madagascar,Africa,2014,19.05,3.05,0.65,8.6
Madagascar,Africa,2015,19.01,3.32,0.72,8.68
Madagascar,Africa,2016,18.7,3.22,0.8,9.17
Madagascar,Africa,2017,19.0,3.5,0.88,8.72
Madagascar,Africa,2018,18.88,3.37,0.97,8.77
Madagascar,Africa,2019,19.55,,,
Malawi,Africa,1995,20.5,0.91,0.03,1.56
Malawi,Africa,1996,21.07,0.91,0.05,1.67
Malawi,Africa,1997,20.1,0.95,0.06,1.69
Malawi,Africa,1998,21.89,0.92,0.08,1.76
Malawi,Africa,1999,21.29,0.96,0.1,1.74
Malawi,Africa,2000,19.14,0.88,0.12,1.83
Malawi,Africa,2001,20.01,0.88,0.12,1.69
Malawi,Africa,2002,22.32,0.86,0.13,2.0
Malawi,Africa,2003,21.65,0.88,0.14,2.11
Malawi,Africa,2006,21.06,0.93,0.18,2.39
Malawi,Africa,2010,22.34,1.04,0.29,3.15
Malawi,Africa,2011,21.82,1.14,0.35,3.23
Malawi,Africa,2012,22.05,1.12,0.4,3.28
Malawi,Africa,2013,20.99,1.21,0.46,3.42
Malaysia,Asia,1995,27.53,83.88,0.28,7.1
Malaysia,Asia,1996,27.53,95.71,0.42,6.98
Malaysia,Asia,1997,27.76,102.5,0.57,7.77
Malaysia,Asia,1998,28.84,103.04,0.71,8.3
Malaysia,Asia,1999,27.36,111.82,0.85,8.07
Malaysia,Asia,2000,27.65,121.65,0.99,8.2
Malaysia,Asia,2001,27.77,126.77,1.31,8.25
Malaysia,Asia,2002,28.17,136.33,1.64,8.89
Malaysia,Asia,2003,27.86,143.81,1.96,9.64
Malaysia,Asia,2004,27.83,157.47,2.28,10.25
Malaysia,Asia,2005,28.39,166.41,2.61,10.63
Malaysia,Asia,2006,27.59,172.68,3.17,10.69
Malaysia,Asia,2007,27.38,188.34,3.73,11.08
Malaysia,Asia,2008,27.18,201.13,4.3,11.74
Malaysia,Asia,2009,27.73,181.02,4.86,10.49
Malaysia,Asia,2010,28.57,199.11,5.42,11.91
Malaysia,Asia,2011,28.37,201.67,5.86,12.19
Malaysia,Asia,2012,28.32,203.28,6.29,12.44
Malaysia,Asia,2013,27.96,219.82,6.73,11.59
Malaysia,Asia,2014,28.02,231.68,7.16,12.05
Malaysia,Asia,2015,28.19,232.55,7.6,11.76
Malaysia,Asia,2016,28.59,228.64,8.18,11.79
Malaysia,Asia,2017,27.92,222.89,8.76,11.61
Malaysia,Asia,2018,27.79,239.62,9.34,11.12
Malaysia,Asia,2019,28.32,,,
Mauritania,Africa,1995,25.49,1.0,0.0,1.83
Mauritania,Africa,1996,25.63,1.06,0.0,2.05
Mauritania,Africa,1997,26.35,1.05,0.0,2.14
Mauritania,Africa,1998,26.09,0.99,0.0,2.3
Mauritania,Africa,1999,24.95,1.11,0.0,2.47
Mauritania,Africa,2000,25.32,1.12,0.0,2.67
Mauritania,Africa,2001,25.94,1.18,0.0,2.66
Mauritania,Africa,2002,25.42,1.27,0.01,2.6
Mauritania,Africa,2003,25.28,1.3,0.01,2.63
Mauritania,Africa,2004,25.34,1.41,0.01,2.61
Mauritania,Africa,2005,25.86,1.45,0.01,2.65
Mauritania,Africa,2006,25.71,1.46,0.01,2.79
Mauritania,Africa,2007,25.46,1.72,0.01,2.81
Mauritania,Africa,2008,25.94,1.8,0.02,2.53
Mauritania,Africa,2009,25.11,1.99,0.02,2.73
Mauritania,Africa,2010,26.07,2.07,0.02,2.89
Mauritania,Africa,2011,25.12,2.19,0.02,2.85
Mauritania,Africa,2012,25.5,2.4,0.02,2.94
Mauritania,Africa,2013,25.88,2.2,0.02,3.01
Mauritania,Africa,2014,25.35,2.52,0.02,2.98
Mauritania,Africa,2015,26.0,2.95,0.02,3.16
Mauritania,Africa,2016,25.78,2.81,0.03,3.37
Mauritania,Africa,2017,25.72,3.8,0.03,3.23
Mauritania,Africa,2018,21.25,4.0,0.03,3.22
Mexico,North America,1995,21.226666666666667,306.52,1.84,35.44
Mexico,North America,1996,20.68,326.08,3.62,36.18
Mexico,North America,1997,19.343333333333334,349.23,4.17,36.03
Mexico,North America,1998,22.05,373.12,4.28,37.3
Mexico,North America,1999,20.76,360.47,5.32,36.5
Mexico,North America,2000,20.513333333333332,384.48,5.32,36.64
Mexico,North America,2001,20.41,382.76,5.21,37.06
Mexico,North America,2002,20.313333333333333,388.74,6.1,34.37
Mexico,North America,2003,20.236666666666668,407.0,6.5,34.9
Mexico,North America,2004,20.12333333333333,414.19,7.6,34.88
Mexico,North America,2005,21.103333333333335,432.39,8.34,36.94
Mexico,North America,2006,20.666666666666668,449.71,10.64,36.09
Mexico,North America,2007,20.23,462.41,12.29,37.05
Mexico,North America,2008,20.4,477.41,13.4,36.12
Mexico,North America,2009,21.130000000000003,461.76,14.14,36.7
Mexico,North America,2010,20.276666666666667,468.94,15.26,37.24
Mexico,North America,2011,21.113333333333333,480.96,16.26,37.94
Mexico,North America,2012,20.900000000000002,480.71,16.29,39.47
Mexico,North America,2013,20.546666666666667,469.86,17.38,43.22
Mexico,North America,2014,20.083333333333332,458.32,17.98,38.49
Mexico,North America,2015,20.233333333333334,472.59,18.59,38.47
Mexico,North America,2016,20.459999999999997,479.25,19.35,42.59
Mexico,North America,2017,20.516666666666666,471.81,20.12,42.88
Mexico,North America,2018,19.98,472.14,20.89,42.25
Mexico,North America,2019,20.91333333333333,,,
Mongolia,Asia,1995,-0.04,10.28,0.01,8.48
Mongolia,Asia,1996,-0.81,8.69,0.02,8.74
Mongolia,Asia,1997,0.67,8.52,0.02,9.17
Mongolia,Asia,1998,0.54,8.55,0.02,9.24
Mongolia,Asia,1999,-0.38,8.61,0.03,9.42
Mongolia,Asia,2000,-1.1,9.0,0.03,9.61
Mongolia,Asia,2001,-1.44,8.97,0.03,8.73
Mongolia,Asia,2002,-1.28,9.6,0.04,8.04
Mongolia,Asia,2003,-1.34,9.31,0.04,8.09
Mongolia,Asia,2004,-0.28,9.56,0.04,7.96
Mongolia,Asia,2005,-1.14,11.06,0.05,8.4
Mongolia,Asia,2006,-0.56,12.42,0.05,9.0
Mongolia,Asia,2007,0.74,13.02,0.06,9.79
Mongolia,Asia,2008,-0.14,12.97,0.06,9.88
Mongolia,Asia,2009,-0.99,13.64,0.07,9.9
Mongolia,Asia,2010,-1.96,14.31,0.08,8.61
Mongolia,Asia,2011,-2.3,15.73,0.09,9.5
Mongolia,Asia,2012,-3.19,17.14,0.1,10.21
Mongolia,Asia,2013,-1.67,18.38,0.12,10.52
Mongolia,Asia,2014,-0.85,18.12,0.13,11.49
Mongolia,Asia,2015,-0.07,17.3,0.15,12.26
Mongolia,Asia,2016,-1.47,18.17,0.18,12.73
Mongolia,Asia,2017,-0.49,19.47,0.22,13.24
Mongolia,Asia,2018,-0.53,21.32,0.26,13.19
Mongolia,Asia,2019,-0.53,,,
Morocco,Africa,1995,18.22,29.2,0.05,5.86
Morocco,Africa,1996,17.51,28.89,0.05,6.48
Morocco,Africa,1997,18.11,30.33,0.06,6.57
Morocco,Africa,1998,17.68,31.05,0.07,6.74
Morocco,Africa,1999,17.12,32.6,0.08,7.01
Morocco,Africa,2000,17.42,33.29,0.09,7.06
Morocco,Africa,2001,17.75,36.92,0.11,7.17
Morocco,Africa,2002,17.39,38.27,0.13,7.48
Morocco,Africa,2003,17.68,38.21,0.16,7.51
Morocco,Africa,2004,17.44,42.17,0.18,7.79
Morocco,Africa,2005,17.21,44.49,0.21,8.17
Morocco,Africa,2006,17.82,46.19,0.23,8.57
Morocco,Africa,2007,17.2,47.73,0.26,8.03
Morocco,Africa,2008,17.21,50.18,0.29,8.14
Morocco,Africa,2009,16.59,50.54,0.31,8.03
Morocco,Africa,2010,18.06,53.66,0.34,8.2
Morocco,Africa,2011,17.62,57.79,0.36,8.57
Morocco,Africa,2012,17.02,60.15,0.37,8.14
Morocco,Africa,2013,17.18,59.72,0.38,8.93
Morocco,Africa,2014,17.52,61.16,0.4,8.83
Morocco,Africa,2015,17.61,63.15,0.41,9.24
Morocco,Africa,2016,17.89,63.08,0.45,7.94
Morocco,Africa,2017,17.89,65.93,0.48,9.3
Morocco,Africa,2018,16.96,66.68,0.52,9.43
Morocco,Africa,2019,16.88,,,
Mozambique,Africa,1995,23.57,1.17,0.02,8.76
Mozambique,Africa,1996,23.41,1.16,0.06,8.59
Mozambique,Africa,1997,23.31,1.29,0.1,7.78
Mozambique,Africa,1998,23.99,1.24,0.13,8.83
Mozambique,Africa,1999,23.81,1.23,0.17,8.39
Mozambique,Africa,2000,23.44,1.43,0.21,7.8
Mozambique,Africa,2001,23.75,1.41,0.31,8.86
Mozambique,Africa,2002,23.85,1.57,0.41,9.49
Mozambique,Africa,2003,23.99,1.91,0.51,9.66
Mozambique,Africa,2004,23.73,1.91,0.61,9.33
Mozambique,Africa,2005,23.63,1.71,0.72,10.02
Mozambique,Africa,2006,23.32,1.86,0.68,9.45
Mozambique,Africa,2007,23.95,2.23,0.65,10.02
Mozambique,Africa,2008,23.75,2.24,0.61,10.76
Mozambique,Africa,2009,23.61,2.51,0.58,9.62
Mozambique,Africa,2010,23.95,2.72,0.54,10.72
Mozambique,Africa,2011,25.92,3.2,0.57,10.08
Mozambique,Africa,2012,23.03,3.07,0.6,10.43
Mozambique,Africa,2013,23.34,3.46,0.64,10.68
Mozambique,Africa,2014,23.68,4.47,0.67,10.98
Mozambique,Africa,2015,23.97,5.64,0.7,10.47
Mozambique,Africa,2016,23.78,5.79,0.75,9.78
Mozambique,Africa,2017,23.57,6.02,0.8,9.76
Mozambique,Africa,2018,23.76,6.64,0.85,10.7
Mozambique,Africa,2019,24.04,,,
Myanmar (Burma),Asia,1996,27.4,,,
Myanmar (Burma),Asia,1997,27.64,,,
Myanmar (Burma),Asia,1998,28.38,,,
Myanmar (Burma),Asia,1999,27.35,,,
Myanmar (Burma),Asia,2000,27.14,,,
Myanmar (Burma),Asia,2001,27.34,,,
Myanmar (Burma),Asia,2002,27.75,,,
Myanmar (Burma),Asia,2003,27.62,,,
Myanmar (Burma),Asia,2004,27.62,,,
Myanmar (Burma),Asia,2005,27.99,,,
Myanmar (Burma),Asia,2006,27.89,,,
Myanmar (Burma),Asia,2007,27.58,,,
Myanmar (Burma),Asia,2008,27.4,,,
Myanmar (Burma),Asia,2009,27.9,,,
Myanmar (Burma),Asia,2010,28.48,,,
Myanmar (Burma),Asia,2011,27.54,,,
Myanmar (Burma),Asia,2012,27.91,,,
Myanmar (Burma),Asia,2013,27.56,,,
Myanmar (Burma),Asia,2014,27.31,,,
Myanmar (Burma),Asia,2015,27.67,,,
Myanmar (Burma),Asia,2016,28.02,,,
Myanmar (Burma),Asia,2017,28.03,,,
Myanmar (Burma),Asia,2018,27.75,,,
Myanmar (Burma),Asia,2019,27.86,,,
Namibia,Africa,1995,20.64,1.77,0.01,3.36
Namibia,Africa,1996,20.22,1.92,0.02,3.23
Namibia,Africa,1997,19.77,1.97,0.03,3.09
Namibia,Africa,1998,21.85,2.02,0.03,3.39
Namibia,Africa,1999,20.42,1.98,0.04,3.37
Namibia,Africa,2000,20.02,1.94,0.05,3.74
Namibia,Africa,2001,21.67,2.46,0.05,3.52
Namibia,Africa,2002,22.78,2.13,0.06,3.0
Namibia,Africa,2003,23.26,2.27,0.06,3.25
Namibia,Africa,2004,21.15,2.38,0.07,3.46
Namibia,Africa,2005,21.63,2.53,0.07,3.52
Namibia,Africa,2006,18.2,2.54,0.08,4.36
Namibia,Africa,2007,20.36,2.62,0.09,3.99
Namibia,Africa,2008,19.56,2.96,0.1,3.0
Namibia,Africa,2009,19.98,3.03,0.11,4.49
Namibia,Africa,2010,20.85,3.13,0.12,4.14
Namibia,Africa,2011,18.68,3.32,0.15,6.63
Namibia,Africa,2012,20.42,3.54,0.17,7.23
Namibia,Africa,2013,21.41,3.82,0.19,3.6
Namibia,Africa,2014,19.76,4.0,0.21,3.04
Namibia,Africa,2015,20.93,4.27,0.23,3.0
Namibia,Africa,2016,21.6,4.36,0.25,3.26
Namibia,Africa,2017,20.59,4.33,0.28,3.32
Namibia,Africa,2018,21.29,4.25,0.3,2.87
Namibia,Africa,2019,22.27,,,
Nepal,Asia,1995,18.2,1.89,0.0,4.7
Nepal,Asia,1996,17.9,1.96,0.01,4.85
Nepal,Asia,1997,14.53,2.19,0.01,4.99
Nepal,Asia,1998,19.8,2.32,0.01,5.18
Nepal,Asia,1999,20.12,3.12,0.01,5.19
Nepal,Asia,2000,18.76,3.22,0.01,5.26
Nepal,Asia,2001,18.89,3.47,0.01,5.29
Nepal,Asia,2002,19.06,2.79,0.01,5.19
Nepal,Asia,2003,19.53,3.02,0.02,5.17
Nepal,Asia,2004,19.72,2.81,0.02,5.28
Nepal,Asia,2005,20.11,3.19,0.02,5.31
Nepal,Asia,2006,18.08,2.62,0.02,5.5
Nepal,Asia,2007,18.35,2.69,0.02,5.63
Nepal,Asia,2008,20.33,2.99,0.03,5.87
Nepal,Asia,2009,21.15,3.88,0.03,6.23
Nepal,Asia,2010,20.9,4.64,0.03,6.5
Nepal,Asia,2011,19.48,5.2,0.03,6.83
Nepal,Asia,2012,19.5,6.0,0.04,7.01
Nepal,Asia,2013,18.35,6.09,0.04,7.32
Nepal,Asia,2014,18.1,7.13,0.04,7.62
Nepal,Asia,2015,18.09,6.46,0.05,7.73
Nepal,Asia,2016,18.62,9.34,0.06,7.94
Nepal,Asia,2017,18.64,11.03,0.07,7.96
Nepal,Asia,2018,18.25,12.03,0.08,8.33
Nepal,Asia,2019,18.31,,,
New Zealand,Australia/South Pacific,1995,15.38,24.38,0.22,15.29
New Zealand,Australia/South Pacific,1996,15.26,25.5,0.39,14.83
New Zealand,Australia/South Pacific,1997,14.83,27.82,0.35,14.76
New Zealand,Australia/South Pacific,1998,16.25,27.34,0.26,14.43
New Zealand,Australia/South Pacific,1999,15.67,28.71,0.34,14.83
New Zealand,Australia/South Pacific,2000,15.5,29.5,0.33,14.76
New Zealand,Australia/South Pacific,2001,15.44,31.72,0.39,14.88
New Zealand,Australia/South Pacific,2002,15.29,31.58,0.57,15.65
New Zealand,Australia/South Pacific,2003,15.17,33.44,0.77,15.94
New Zealand,Australia/South Pacific,2004,14.75,32.87,0.78,15.22
New Zealand,Australia/South Pacific,2005,15.83,34.26,0.82,15.35
New Zealand,Australia/South Pacific,2006,15.01,34.31,0.94,15.18
New Zealand,Australia/South Pacific,2007,15.4,33.39,1.02,15.08
New Zealand,Australia/South Pacific,2008,15.49,34.37,1.1,14.58
New Zealand,Australia/South Pacific,2009,14.92,31.32,1.14,14.39
New Zealand,Australia/South Pacific,2010,15.69,31.13,1.22,14.28
New Zealand,Australia/South Pacific,2011,15.62,30.35,1.42,14.45
New Zealand,Australia/South Pacific,2012,15.06,32.01,1.44,14.67
New Zealand,Australia/South Pacific,2013,15.8,31.75,1.49,14.64
New Zealand,Australia/South Pacific,2014,15.37,31.79,1.51,14.77
New Zealand,Australia/South Pacific,2015,15.42,32.19,1.63,15.06
New Zealand,Australia/South Pacific,2016,16.05,31.18,1.45,14.97
New Zealand,Australia/South Pacific,2017,15.85,32.92,1.5,15.01
New Zealand,Australia/South Pacific,2018,15.88,32.21,1.55,15.04
New Zealand,Australia/South Pacific,2019,15.87,,,
Nicaragua,South/Central America & Carribean,1995,26.12,2.65,0.02,1.89
Nicaragua,South/Central America & Carribean,1996,26.59,2.82,0.04,1.83
Nicaragua,South/Central America & Carribean,1997,27.73,3.02,0.05,1.92
Nicaragua,South/Central America & Carribean,1998,28.36,3.52,0.06,1.9
Nicaragua,South/Central America & Carribean,1999,27.27,3.54,0.08,2.13
Nicaragua,South/Central America & Carribean,2000,27.46,3.77,0.09,2.18
Nicaragua,South/Central America & Carribean,2001,27.82,3.93,0.1,2.18
Nicaragua,South/Central America & Carribean,2002,27.86,4.06,0.11,2.38
Nicaragua,South/Central America & Carribean,2003,27.73,4.53,0.12,2.57
Nicaragua,South/Central America & Carribean,2004,27.52,4.5,0.13,2.41
Nicaragua,South/Central America & Carribean,2005,27.54,4.3,0.14,2.61
Nicaragua,South/Central America & Carribean,2006,27.67,4.51,0.16,2.6
Nicaragua,South/Central America & Carribean,2007,27.62,4.67,0.19,2.59
Nicaragua,South/Central America & Carribean,2008,27.32,4.46,0.21,2.57
Nicaragua,South/Central America & Carribean,2009,27.73,4.39,0.24,2.66
Nicaragua,South/Central America & Carribean,2010,27.45,4.51,0.26,2.7
Nicaragua,South/Central America & Carribean,2011,27.33,4.77,0.31,2.95
Nicaragua,South/Central America & Carribean,2012,27.35,4.69,0.35,3.1
Nicaragua,South/Central America & Carribean,2013,27.73,4.49,0.4,3.08
Nicaragua,South/Central America & Carribean,2014,28.08,4.76,0.44,3.3
Nicaragua,South/Central America & Carribean,2015,28.4,5.27,0.49,3.39
Nicaragua,South/Central America & Carribean,2016,28.16,5.38,0.53,3.46
Nicaragua,South/Central America & Carribean,2017,27.49,5.4,0.58,3.46
Nicaragua,South/Central America & Carribean,2018,27.38,5.21,0.62,3.41
Nicaragua,South/Central America & Carribean,2019,27.85,,,
Nigeria,Africa,1995,29.67,81.54,0.52,22.22
Nigeria,Africa,1996,29.88,87.18,0.89,23.07
Nigeria,Africa,1997,29.92,83.54,1.25,23.74
Nigeria,Africa,1998,28.93,76.64,1.62,25.37
Nigeria,Africa,1999,28.355,74.66,1.98,25.65
Nigeria,Africa,2000,28.689999999999998,76.07,2.35,26.0
Nigeria,Africa,2001,28.189999999999998,85.15,2.49,26.32
Nigeria,Africa,2002,28.21,86.11,2.63,26.68
Nigeria,Africa,2003,28.275,88.68,2.77,27.87
Nigeria,Africa,2004,28.54,88.63,2.91,28.05
Nigeria,Africa,2005,29.08,98.44,3.05,30.17
Nigeria,Africa,2006,29.115000000000002,92.2,3.62,30.05
Nigeria,Africa,2007,28.64,90.13,4.19,29.44
Nigeria,Africa,2008,27.935000000000002,91.53,4.76,29.94
Nigeria,Africa,2009,28.634999999999998,74.24,5.32,29.22
Nigeria,Africa,2010,28.835,90.73,5.89,31.25
Nigeria,Africa,2011,28.494999999999997,102.09,7.01,32.04
Nigeria,Africa,2012,28.29,100.68,8.13,32.89
Nigeria,Africa,2013,28.475,110.72,9.25,33.66
Nigeria,Africa,2014,28.55,116.2,10.36,34.08
Nigeria,Africa,2015,28.58,108.15,11.48,34.2
Nigeria,Africa,2016,29.02,108.42,12.81,36.21
Nigeria,Africa,2017,28.619999999999997,112.92,14.13,37.29
Nigeria,Africa,2018,28.915,130.67,15.45,37.42
Nigeria,Africa,2019,28.935000000000002,,,
North Korea,Asia,1995,10.63,83.42,0.12,4.56
North Korea,Asia,1996,10.43,74.01,0.15,3.87
North Korea,Asia,1997,10.87,67.52,0.18,3.34
North Korea,Asia,1998,12.09,60.94,0.21,3.01
North Korea,Asia,1999,11.41,66.58,0.23,2.58
North Korea,Asia,2000,10.62,71.82,0.26,2.11
North Korea,Asia,2001,10.58,74.39,0.34,2.21
North Korea,Asia,2002,10.68,71.2,0.41,2.25
North Korea,Asia,2003,11.11,72.74,0.48,2.31
North Korea,Asia,2004,11.47,74.32,0.55,2.35
North Korea,Asia,2005,9.99,77.59,0.62,2.41
North Korea,Asia,2006,11.02,78.94,0.9,2.4
North Korea,Asia,2007,13.26,65.64,1.18,2.36
North Korea,Asia,2008,11.31,72.83,1.46,2.4
North Korea,Asia,2009,11.14,55.36,1.73,2.4
North Korea,Asia,2010,10.62,51.62,2.01,2.42
North Korea,Asia,2011,10.68,37.04,2.07,2.44
North Korea,Asia,2012,10.38,38.5,2.13,2.47
North Korea,Asia,2013,10.83,27.82,2.19,2.44
North Korea,Asia,2014,11.79,31.42,2.25,2.42
North Korea,Asia,2015,11.73,25.3,2.31,2.43
North Korea,Asia,2016,11.68,30.09,2.43,2.43
North Korea,Asia,2017,11.25,22.38,2.55,2.42
North Korea,Asia,2018,11.18,18.12,2.67,2.41
North Korea,Asia,2019,11.83,,,
Norway,Europe,1995,4.42,33.1,2.89,4.56
Norway,Europe,1996,3.47,34.05,2.75,4.57
Norway,Europe,1997,5.85,35.81,2.58,4.57
Norway,Europe,1998,5.16,37.53,2.6,4.6
Norway,Europe,1999,5.54,39.37,2.7,4.82
Norway,Europe,2000,6.46,34.08,2.74,4.6
Norway,Europe,2001,4.69,34.78,2.71,4.54
Norway,Europe,2002,5.14,34.47,2.46,4.75
Norway,Europe,2003,5.45,37.12,1.82,4.6
Norway,Europe,2004,5.62,37.46,1.87,4.74
Norway,Europe,2005,6.04,36.37,1.86,4.81
Norway,Europe,2006,6.21,37.36,1.74,4.47
Norway,Europe,2007,5.84,38.0,1.87,4.25
Norway,Europe,2008,6.46,37.07,1.9,3.85
Norway,Europe,2009,5.12,37.45,1.5,3.29
